OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1034,MTR-1034,RMT002,63072000000,0,A,Underground,{C188D63C-A75C-44CF-BEF2-F00B7FEEAA5C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7760138,-88.17241827
1035,MTR-1035,RMT002,94694400000,0,A,Underground,{7914D40A-3194-475F-BD49-7167F277ED4F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77601039,-88.1719867
1036,MTR-1036,RMT002,63072000000,0,A,Underground,{38BE0BE8-47D5-46CF-80B4-BB3A09F3CEF9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77605688,-88.17187718
1037,MTR-1037,RMT002,94694400000,0,A,Underground,{905E6F0A-D43A-4818-98B1-8C4B249FA355},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77618104,-88.17149926
1038,MTR-1038,RMT002,31536000000,0,A,Underground,{123A1D83-DBA5-4B8B-8633-203ED80C3390},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77628865,-88.17139289
1039,MTR-1039,RMT002,63072000000,0,A,Underground,{1DF163EF-94E6-4E25-B36D-354127F32FB2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77646428,-88.17093534
1040,MTR-1040,RMT002,935020800000,0,A,Underground,{F6153551-CE09-4A26-8BE8-1D5E320EF7F0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77662256,-88.17096015
1041,MTR-1041,RMT002,935020800000,0,A,Underground,{FEC450B6-4DE9-47E1-B109-5A1D3C5C245F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77691855,-88.17077323
1042,MTR-1042,RMT002,935020800000,0,A,Underground,{9A37216F-25D1-461C-AA30-1569D31642F7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7770275,-88.17070223
1043,MTR-1043,RMT002,63072000000,0,A,Underground,{1A60DC15-7EF9-4649-87B2-A4B29A719F4E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77712235,-88.17092236
1044,MTR-1044,RMT002,63072000000,0,A,Underground,{8A7938F6-598F-485B-AAB6-0583CDB81D1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77730984,-88.17126192
1045,MTR-1045,RMT002,157766400000,0,A,Underground,{AB8C4B16-23BC-4E29-A693-FC7734780EDE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77738479,-88.1713564
1046,MTR-1046,RMT002,157766400000,0,A,Underground,{12E1B82C-EE51-4462-A189-4ECAD1FD6C03},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77747169,-88.17174604
1047,MTR-1047,RMT002,31536000000,0,A,Underground,{121DDC9D-5590-4810-A627-480893D2F90F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77750354,-88.17190995
1048,MTR-1048,RMT002,220924800000,0,A,Underground,{C851C478-98FE-4403-A7B7-E00C3F3F97CB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77756237,-88.17229999
1049,MTR-1049,RMT002,252460800000,0,A,Underground,{C9BF17C1-881B-4B10-93A3-08967D96D815},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77756666,-88.172596
1050,MTR-1050,RMT002,94694400000,0,A,Underground,{20D0A2ED-8C55-446E-BDF6-B90405C6BAB0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7774178,-88.17270695
1051,MTR-1051,RMT002,94694400000,0,A,Underground,{BFA2BDEE-1F0A-4A5D-8370-170610851530},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77740581,-88.17307663
1052,MTR-1052,RMT002,63072000000,0,A,Underground,{E05AAFFF-69BD-498B-BF0F-9C8CE2810ADE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77734126,-88.17322124
1053,MTR-1053,RMT002,31536000000,0,A,Underground,{F332A001-5BBA-49E9-BA2C-453475AF9BBC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77720776,-88.17344336
1054,MTR-1054,RMT002,31536000000,0,A,Underground,{62ECBF7E-AA4E-4B2B-BA73-C8BF72AC8327},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77711684,-88.17324907
1055,MTR-1055,RMT002,935020800000,0,A,Underground,{94AA2B1D-71A9-42E2-92AF-AA4ED1D4B183},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77546684,-88.17135413
1056,MTR-1056,RMT002,63072000000,0,A,Underground,{3E5A77F2-7C7A-4D6C-9C64-8DB5CC1B8062},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77566544,-88.17114414
1057,MTR-1057,RMT002,935020800000,0,A,Underground,{6A694A97-E00B-420C-A2E9-9A12914CA57E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77577795,-88.17078336
1058,MTR-1058,RMT002,935020800000,0,A,Underground,{AE89FAFF-6A74-4882-8AD4-ACEEF82FBF4B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77565248,-88.17060687
1059,MTR-1059,RMT002,347155200000,0,A,Underground,{A344C3EA-9510-42AD-B528-5A5ECB75605F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77546878,-88.17084648
1060,MTR-1060,RMT002,378691200000,0,A,Underground,{28CBFFEA-D1D0-45DF-AC6B-FB913F26C4DF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77543548,-88.17096662
1061,MTR-1061,RMT002,441763200000,0,A,Underground,{CECABB13-20BF-494A-B9E2-C95A7851216F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7753517,-88.17128087
1062,MTR-1062,RMT002,935020800000,0,A,Underground,{5FB6E8D1-048E-4679-A19A-2A8E85B80808},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77687194,-88.16966445
1063,MTR-1063,RMT002,935020800000,0,A,Underground,{0213E870-3399-42EB-A06B-FE3FFBE8CB42},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77680688,-88.16986127
1064,MTR-1064,RMT002,935020800000,0,A,Underground,{70F358CF-8C1E-428A-BAE8-D9D9A454BFB8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77656862,-88.1701027
1065,MTR-1065,RMT002,935020800000,0,A,Underground,{A862C034-31D0-4DA0-B69F-4A3F3EACED60},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.776417,-88.17015853
1066,MTR-1066,RMT002,935020800000,0,A,Underground,{8284E1D3-6FF4-4D52-96DE-96D94F99E0E1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77604354,-88.17018188
1067,MTR-1067,RMT002,935020800000,0,A,Underground,{37D7FAD7-64C5-47E6-8BC7-3A069274AD89},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7759144,-88.17008766
1068,MTR-1068,RMT002,935020800000,0,A,Underground,{D0C6D6CA-F056-4887-9A0E-0C39F74C6FAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77613748,-88.16965877
1069,MTR-1069,RMT002,935020800000,0,A,Underground,{95CE4EF8-FDAC-43B1-A8DC-EC88FE712E15},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77610389,-88.16951652
1070,MTR-1070,RMT002,935020800000,0,A,Underground,{1D4F7473-B833-46AD-BC96-DCC184AA9FE3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77597996,-88.16908845
1071,MTR-1071,RMT002,935020800000,0,A,Underground,{DD4E318A-27E3-4E29-B892-1FD69AD46AF6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77582397,-88.16897594
1072,MTR-1072,RMT002,935020800000,0,A,Underground,{3D7F2B32-84DA-4988-9BC5-927DA0E4DF22},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7754525,-88.16924851
1073,MTR-1073,RMT002,935020800000,0,A,Underground,{E4731E87-5E30-46FC-B25A-8B9BE08C322A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77549129,-88.16949196
1074,MTR-1074,RMT002,935020800000,0,A,Underground,{93CE3E4C-AB51-4F31-B162-39C2F745A0D7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77525587,-88.1693763
1075,MTR-1075,RMT002,935020800000,0,A,Underground,{55785FD3-7B7B-492B-8614-C8E2AA603909},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77515548,-88.16928528
1076,MTR-1076,RMT002,935020800000,0,A,Underground,{3BE7847C-B5C0-41DC-B394-F423650C387C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77527983,-88.16908334
1077,MTR-1077,RMT002,935020800000,0,A,Underground,{68FFAB60-06A4-4972-A76B-278FFA9D618C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77512331,-88.16852352
1078,MTR-1078,RMT002,935020800000,0,A,Underground,{1D3D9FD5-A5F4-49FB-B3F2-29359BC9471B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77481664,-88.16842571
1079,MTR-1079,RMT002,935020800000,0,A,Underground,{E9B93153-6C76-41E5-AFF6-63E105BA8B94},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77463625,-88.16846482
1080,MTR-1080,RMT002,935020800000,0,A,Underground,{1045D429-3F00-4BD3-A832-41F2C29B8A2A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7745474,-88.16897786
1081,MTR-1081,RMT002,935020800000,0,A,Underground,{107A303C-348C-4B89-8400-D248EDFD1E1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77436052,-88.16888899
1082,MTR-1082,RMT002,935020800000,0,A,Underground,{17B85288-034B-491C-A9D8-E98D4450E56E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77290913,-88.1747742
1083,MTR-1083,RMT002,441763200000,0,A,Underground,{770A33C8-198D-4AC8-9F89-236ADB294153},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77286226,-88.17458471
1084,MTR-1084,RMT002,473385600000,0,A,Underground,{FFC68787-AF4D-4F05-8E92-A62204B205EA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77295826,-88.17427215
1085,MTR-1085,RMT002,473385600000,0,A,Underground,{7CFB0755-807C-46DF-A329-84F8DDBD3822},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77307536,-88.17434264
1086,MTR-1086,RMT002,441763200000,0,A,Underground,{68F82EE3-1545-48DC-9DC4-6393EE9809E5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77340367,-88.17441777
1087,MTR-1087,RMT002,441763200000,0,A,Underground,{5DE1997F-BBC7-4702-A5B0-523E5ADA884E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77354161,-88.17438171
1088,MTR-1088,RMT002,441763200000,0,A,Underground,{328D4D2A-3392-4880-ACC5-3512FEBAF3D4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77373451,-88.17390753
1089,MTR-1089,RMT002,410227200000,0,A,Underground,{4053846C-8DAE-426B-83A2-FAA2D6BED749},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77368132,-88.17372582
1090,MTR-1090,RMT002,441763200000,0,A,Underground,{CAD0F926-5927-4D47-B12C-4F9715B1A522},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7733265,-88.1734554
1091,MTR-1091,RMT002,473385600000,0,A,Underground,{9B2ECCE2-C86C-4474-8CB1-0D47E7C72F8B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77322637,-88.17346775
1092,MTR-1092,RMT002,441763200000,0,A,Underground,{FB1E2969-B31C-401A-97D2-A6CD0F6EDC58},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77294691,-88.17352197
1093,MTR-1093,RMT002,410227200000,0,A,Underground,{919868A3-5671-425C-8FEE-5FA08E9200F8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77297175,-88.17319491
1094,MTR-1094,RMT002,441763200000,0,A,Underground,{8002876F-D2B8-49A6-8CB4-12FDA2B07790},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77298901,-88.17302614
1095,MTR-1095,RMT002,473385600000,0,A,Underground,{B6C174FC-CE76-4B47-92D3-619582F69CC0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77324377,-88.17303273
1096,MTR-1096,RMT002,441763200000,0,A,Underground,{6FDB9797-8919-4B3B-AB7B-F572842AB4A5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77333234,-88.17305202
1097,MTR-1097,RMT002,441763200000,0,A,Underground,{6B130FA3-56E7-4152-8FD8-1700D44DFA9C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77355257,-88.17311602
1098,MTR-1098,RMT002,441763200000,0,A,Underground,{D2591BB7-B477-4278-88B5-6B5B7A06D8A4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77382095,-88.17325501
1099,MTR-1099,RMT002,410227200000,0,A,Underground,{D3160ABC-CEDE-4BE7-82CB-FDBF4A2D600F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77410031,-88.17294143
1100,MTR-1100,RMT002,441763200000,0,A,Underground,{3971F845-169B-464B-8545-95516F17F7D5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77416114,-88.17276368
1101,MTR-1101,RMT002,410227200000,0,A,Underground,{DB349055-830D-445E-8D13-B028F9EF7006},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77408924,-88.17240683
1102,MTR-1102,RMT002,410227200000,0,A,Underground,{9B7540EF-2E7A-4E41-AD32-56FC4ACAB419},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77375238,-88.17220257
1103,MTR-1103,RMT002,441763200000,0,A,Underground,{1B9A7583-9BE2-4514-B366-A6C3199EBFB5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77363701,-88.17226383
1104,MTR-1104,RMT002,441763200000,0,A,Underground,{E5ED3934-6BF4-4394-9B63-2E4497A44908},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77343677,-88.17222537
1105,MTR-1105,RMT002,473385600000,0,A,Underground,{CEE17DD5-0C9A-451C-ADC4-C9AB4FE22BF3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77314769,-88.17229369
1106,MTR-1106,RMT002,441763200000,0,A,Underground,{FB6CEDB0-0BC5-4429-BC8F-850F4BEDD4C4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77297246,-88.17228921
1107,MTR-1107,RMT002,441763200000,0,A,Underground,{B7025373-C1D3-4280-9979-60EFAACB9366},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77295525,-88.17197178
1108,MTR-1108,RMT002,935020800000,0,A,Underground,{C20D7021-D243-4034-9C5B-7BBA96EF4877},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77300044,-88.17176492
1109,MTR-1109,RMT002,935020800000,0,A,Underground,{2A1DE2DA-9F15-4FF5-842F-47FD88FF2CF1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77315396,-88.17180073
1110,MTR-1110,RMT002,935020800000,0,A,Underground,{5976E34F-D351-46DB-9216-79277532327C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77344425,-88.17183408
1111,MTR-1111,RMT002,935020800000,0,A,Underground,{2D9A89F2-76DC-4704-B6AD-84E62E318147},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77365415,-88.17175185
1112,MTR-1112,RMT002,935020800000,0,A,Underground,{C066F243-C1E3-4EE4-8E6B-6235D425E053},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77374872,-88.1718337
1113,MTR-1113,RMT002,935020800000,0,A,Underground,{77338CFD-74C1-4BF1-90B6-790FDAAE8B02},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7740814,-88.17184723
1114,MTR-1114,RMT002,935020800000,0,A,Underground,{0E45D7E5-7123-4941-B86E-FAE95732981F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77421077,-88.17186841
1115,MTR-1115,RMT002,935020800000,0,A,Underground,{6B3D28B3-15EC-40E4-90A9-D1D7154BF31B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77444486,-88.17191471
1116,MTR-1116,RMT002,410227200000,0,A,Underground,{E0265727-4FCD-486F-9EA7-EA42F9EADAD5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77448657,-88.17225255
1117,MTR-1117,RMT002,410227200000,0,A,Underground,{FF12BE7F-E42B-4151-8B4A-83817A1DCFD5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77448,-88.17238211
1118,MTR-1118,RMT002,441763200000,0,A,Underground,{53517B64-BDE3-4FAB-A7BD-A5600008CF84},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77442342,-88.17281276
1119,MTR-1119,RMT002,410227200000,0,A,Underground,{239E9254-DDF7-4D61-B815-E2E3D6ADE062},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7743472,-88.17306068
1120,MTR-1120,RMT002,410227200000,0,A,Underground,{BB487536-2CB0-4079-A912-FC6412ED2E58},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77431264,-88.17321558
1121,MTR-1121,RMT002,410227200000,0,A,Underground,{18F5D431-0A4B-4B65-99E1-9A2D26D01892},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77415966,-88.17354951
1122,MTR-1122,RMT002,441763200000,0,A,Underground,{DCF43753-69E0-44F1-9C07-1EEE3693781D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77412878,-88.17366454
1123,MTR-1123,RMT002,410227200000,0,A,Underground,{88C18948-7530-44A6-AB4B-23435D0B8B2E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77400968,-88.17408475
1124,MTR-1124,RMT002,410227200000,0,A,Underground,{6C7EC096-FA25-4E51-90D8-AFA1680E1D5A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77395499,-88.17419121
1125,MTR-1125,RMT002,410227200000,0,A,Underground,{17CCBE11-2342-46D4-A974-6BCFE1AC2358},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77385625,-88.17466925
1126,MTR-1126,RMT002,935020800000,0,A,Underground,{8F023E81-EC87-4A6F-A28E-ACD1070A7BFD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7737935,-88.17484906
1127,MTR-1127,RMT002,935020800000,0,A,Underground,{396B8E79-2D41-4E3C-8553-E43C32EBC40B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77361279,-88.17476585
1128,MTR-1128,RMT002,935020800000,0,A,Underground,{FB045DB1-CCE3-4520-BF8E-05F7FC841F29},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7733913,-88.17480204
1129,MTR-1129,RMT002,935020800000,0,A,Underground,{CB1C172A-5F4F-457A-A95E-207CAC8F1DB1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77305447,-88.17478631
1130,MTR-1130,RMT002,935020800000,0,A,Underground,{9915D44B-95D4-4FD0-9A02-2DB468FEC85F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77222338,-88.17471616
1131,MTR-1131,RMT002,441763200000,0,A,Underground,{EC62C957-DA98-4CA1-BB3A-84EE80C5E539},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77230844,-88.17440302
1132,MTR-1132,RMT002,473385600000,0,A,Underground,{13F76619-9332-4DF9-B67E-686B7A2F7457},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77230726,-88.17424549
1133,MTR-1133,RMT002,441763200000,0,A,Underground,{82F51BA0-778C-4E4C-AFB1-22F5F72807BE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77233794,-88.17379598
1134,MTR-1134,RMT002,410227200000,0,A,Underground,{02542D8B-D550-43EE-9978-23B02AFC8899},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77234953,-88.17364258
1135,MTR-1135,RMT002,410227200000,0,A,Underground,{D4BC51F6-4FA6-4306-93C1-BE2EA67D9125},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77236218,-88.17320253
1136,MTR-1136,RMT002,410227200000,0,A,Underground,{3DFFDA88-47FE-4234-A685-051A70C754FD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77236778,-88.17306627
1137,MTR-1137,RMT002,441763200000,0,A,Underground,{12EF8DB9-E7A4-4048-99DC-F53982E356D3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77237715,-88.17259373
1138,MTR-1138,RMT002,441763200000,0,A,Underground,{9B8F40D0-CDAA-4F6B-A38C-FF4D4F6A5B1A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77238314,-88.1724433
1139,MTR-1139,RMT002,410227200000,0,A,Underground,{4D9A6700-80D1-4416-B6A9-C9E4EF8229B8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77238061,-88.17194442
1140,MTR-1140,RMT002,410227200000,0,A,Underground,{51FF7430-A551-483C-8BF2-0AF2EF57EF8C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7723907,-88.17181335
1141,MTR-1141,RMT002,935020800000,0,A,Underground,{5959224F-903D-48F7-9617-F2C6789260C1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77209786,-88.17172366
1142,MTR-1142,RMT002,935020800000,0,A,Underground,{369A9AFB-9153-4636-AFFF-0B00AAA321BF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77209682,-88.17188455
1143,MTR-1143,RMT002,935020800000,0,A,Underground,{0DD145EB-3205-423F-AC01-997FDA3A44B4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77206174,-88.17232096
1144,MTR-1144,RMT002,935020800000,0,A,Underground,{C5F4B9AF-7050-44AD-BA19-8B1CFB1786CA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77205538,-88.17247421
1145,MTR-1145,RMT002,935020800000,0,A,Underground,{AC975D41-5267-4F0F-99A9-CE6BC1F2B205},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7720943,-88.17289948
1146,MTR-1146,RMT002,935020800000,0,A,Underground,{8C1F5D20-843A-422C-829C-53C26E5F89D3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77204428,-88.17316813
1147,MTR-1147,RMT002,935020800000,0,A,Underground,{FDBF75AE-634B-4BFC-8D10-11E5FFB31E6A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77200563,-88.17331094
1148,MTR-1148,RMT002,935020800000,0,A,Underground,{3F756BAC-8B64-4FC0-961B-60C1EE0DBBE0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7720389,-88.17371638
1149,MTR-1149,RMT002,935020800000,0,A,Underground,{32A124A0-614B-498D-AB5F-FDBADED43F94},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77199496,-88.17388129
1150,MTR-1150,RMT002,935020800000,0,A,Underground,{D6747D19-8CD2-475C-A48E-40F8387E8991},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77196822,-88.17427207
1151,MTR-1151,RMT002,935020800000,0,A,Underground,{BD7377C4-73FA-4961-AD3C-44CC592D822D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77202248,-88.17442467
1152,MTR-1152,RMT002,935020800000,0,A,Underground,{CC123E37-043B-4C43-8A28-F077BD45070B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77201176,-88.17471507
1153,MTR-1153,RMT002,935020800000,0,A,Underground,{309BEE31-4481-4967-A1B4-956E782B903C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7721846,-88.17083332
1154,MTR-1154,RMT002,935020800000,0,A,Underground,{9F6BE088-DE34-4F4C-8D59-238BE96E1E7F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77238962,-88.1709015
1155,MTR-1155,RMT002,935020800000,0,A,Underground,{ED35C572-D416-43E7-84FA-751863CF8635},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7725172,-88.17100563
1156,MTR-1156,RMT002,935020800000,0,A,Underground,{7FC41392-C1EE-42C3-964F-CCCD38BC6130},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77277011,-88.1710605
1157,MTR-1157,RMT002,441763200000,0,A,Underground,{F70A8D49-33E1-4AB0-9ACD-BA0FB439F541},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77262169,-88.17030436
1158,MTR-1158,RMT002,441763200000,0,A,Underground,{2896579B-8D53-4601-8B9E-F811F19A2C62},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77249767,-88.1703308
1159,MTR-1159,RMT002,441763200000,0,A,Underground,{0DE7996E-C2E3-4AC1-84C4-D08911610611},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77230107,-88.17029258
1160,MTR-1160,RMT002,441763200000,0,A,Underground,{9BDC1E0F-1853-4A4F-9E59-6722D5595856},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77290532,-88.17039975
1161,MTR-1161,RMT002,410227200000,0,A,Underground,{A1692998-0E9A-495F-89D8-7168CB31D708},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77301001,-88.17038053
1162,MTR-1162,RMT002,935020800000,0,A,Underground,{3DA54FF1-4962-4779-8C34-2E1862502346},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77287389,-88.17100897
